AgeRestrictions,Class,Distance,Group,IsJumps,RaceId,RaceNumber,RaceTime,RaceTimeString,Runners/0/Barrier,Runners/0/Country,Runners/0/Flucs,Runners/0/FormId,Runners/0/Gears,Runners/0/HorseId,Runners/0/InRun,Runners/0/Jockey,Runners/0/JockeyId,Runners/0/Margin,Runners/0/Name,Runners/0/Number,Runners/0/Position,Runners/0/Price_Betfair,Runners/0/Price_NSWTab,Runners/0/Price_SP,Runners/0/Price_VICTab,Runners/0/PrizemoneyWon,Runners/0/RunNumber,Runners/0/Stewards,Runners/0/Trainer,Runners/0/TrainerId,Runners/0/Weight,Runners/1/Barrier,Runners/1/Country,Runners/1/Flucs,Runners/1/FormId,Runners/1/Gears,Runners/1/HorseId,Runners/1/InRun,Runners/1/Jockey,Runners/1/JockeyId,Runners/1/Margin,Runners/1/Name,Runners/1/Number,Runners/1/Position,Runners/1/Price_Betfair,Runners/1/Price_NSWTab,Runners/1/Price_SP,Runners/1/Price_VICTab,Runners/1/PrizemoneyWon,Runners/1/RunNumber,Runners/1/Stewards,Runners/1/Trainer,Runners/1/TrainerId,Runners/1/Weight,Runners/2/Barrier,Runners/2/Country,Runners/2/Flucs,Runners/2/FormId,Runners/2/Gears,Runners/2/HorseId,Runners/2/InRun,Runners/2/Jockey,Runners/2/JockeyId,Runners/2/Margin,Runners/2/Name,Runners/2/Number,Runners/2/Position,Runners/2/Price_Betfair,Runners/2/Price_NSWTab,Runners/2/Price_SP,Runners/2/Price_VICTab,Runners/2/PrizemoneyWon,Runners/2/RunNumber,Runners/2/Stewards,Runners/2/Trainer,Runners/2/TrainerId,Runners/2/Weight,Runners/3/Barrier,Runners/3/Country,Runners/3/Flucs,Runners/3/FormId,Runners/3/Gears,Runners/3/HorseId,Runners/3/InRun,Runners/3/Jockey,Runners/3/JockeyId,Runners/3/Margin,Runners/3/Name,Runners/3/Number,Runners/3/Position,Runners/3/Price_Betfair,Runners/3/Price_NSWTab,Runners/3/Price_SP,Runners/3/Price_VICTab,Runners/3/PrizemoneyWon,Runners/3/RunNumber,Runners/3/Stewards,Runners/3/Trainer,Runners/3/TrainerId,Runners/3/Weight,Runners/4/Barrier,Runners/4/Country,Runners/4/Flucs,Runners/4/FormId,Runners/4/Gears,Runners/4/HorseId,Runners/4/InRun,Runners/4/Jockey,Runners/4/JockeyId,Runners/4/Margin,Runners/4/Name,Runners/4/Number,Runners/4/Position,Runners/4/Price_Betfair,Runners/4/Price_NSWTab,Runners/4/Price_SP,Runners/4/Price_VICTab,Runners/4/PrizemoneyWon,Runners/4/RunNumber,Runners/4/Stewards,Runners/4/Trainer,Runners/4/TrainerId,Runners/4/Weight,Runners/5/Barrier,Runners/5/Country,Runners/5/Flucs,Runners/5/FormId,Runners/5/Gears,Runners/5/HorseId,Runners/5/InRun,Runners/5/Jockey,Runners/5/JockeyId,Runners/5/Margin,Runners/5/Name,Runners/5/Number,Runners/5/Position,Runners/5/Price_Betfair,Runners/5/Price_NSWTab,Runners/5/Price_SP,Runners/5/Price_VICTab,Runners/5/PrizemoneyWon,Runners/5/RunNumber,Runners/5/Stewards,Runners/5/Trainer,Runners/5/TrainerId,Runners/5/Weight,Runners/6/Barrier,Runners/6/Country,Runners/6/Flucs,Runners/6/FormId,Runners/6/Gears,Runners/6/HorseId,Runners/6/InRun,Runners/6/Jockey,Runners/6/JockeyId,Runners/6/Margin,Runners/6/Name,Runners/6/Number,Runners/6/Position,Runners/6/Price_Betfair,Runners/6/Price_NSWTab,Runners/6/Price_SP,Runners/6/Price_VICTab,Runners/6/PrizemoneyWon,Runners/6/RunNumber,Runners/6/Stewards,Runners/6/Trainer,Runners/6/TrainerId,Runners/6/Weight,SectionalDistance,SectionalTime,SectionalTimeString,SexRestrictions,TrackCondition,TrackConditionNumber,TrackType,WeightRestrictions,WindDirection,WindSpeed,Runners/7/Barrier,Runners/7/Country,Runners/7/Flucs,Runners/7/FormId,Runners/7/Gears,Runners/7/HorseId,Runners/7/InRun,Runners/7/Jockey,Runners/7/JockeyId,Runners/7/Margin,Runners/7/Name,Runners/7/Number,Runners/7/Position,Runners/7/Price_Betfair,Runners/7/Price_NSWTab,Runners/7/Price_SP,Runners/7/Price_VICTab,Runners/7/PrizemoneyWon,Runners/7/RunNumber,Runners/7/Stewards,Runners/7/Trainer,Runners/7/TrainerId,Runners/7/Weight,Runners/8/Barrier,Runners/8/Country,Runners/8/Flucs,Runners/8/FormId,Runners/8/Gears,Runners/8/HorseId,Runners/8/InRun,Runners/8/Jockey,Runners/8/JockeyId,Runners/8/Margin,Runners/8/Name,Runners/8/Number,Runners/8/Position,Runners/8/Price_Betfair,Runners/8/Price_NSWTab,Runners/8/Price_SP,Runners/8/Price_VICTab,Runners/8/PrizemoneyWon,Runners/8/RunNumber,Runners/8/Stewards,Runners/8/Trainer,Runners/8/TrainerId,Runners/8/Weight,Runners/9/Barrier,Runners/9/Country,Runners/9/Flucs,Runners/9/FormId,Runners/9/Gears,Runners/9/HorseId,Runners/9/InRun,Runners/9/Jockey,Runners/9/JockeyId,Runners/9/Margin,Runners/9/Name,Runners/9/Number,Runners/9/Position,Runners/9/Price_Betfair,Runners/9/Price_NSWTab,Runners/9/Price_SP,Runners/9/Price_VICTab,Runners/9/PrizemoneyWon,Runners/9/RunNumber,Runners/9/Stewards,Runners/9/Trainer,Runners/9/TrainerId,Runners/9/Weight,Runners/10/Barrier,Runners/10/Country,Runners/10/Flucs,Runners/10/FormId,Runners/10/Gears,Runners/10/HorseId,Runners/10/InRun,Runners/10/Jockey,Runners/10/JockeyId,Runners/10/Margin,Runners/10/Name,Runners/10/Number,Runners/10/Position,Runners/10/Price_Betfair,Runners/10/Price_NSWTab,Runners/10/Price_SP,Runners/10/Price_VICTab,Runners/10/PrizemoneyWon,Runners/10/RunNumber,Runners/10/Stewards,Runners/10/Trainer,Runners/10/TrainerId,Runners/10/Weight,Runners/11/Barrier,Runners/11/Country,Runners/11/Flucs,Runners/11/FormId,Runners/11/Gears,Runners/11/HorseId,Runners/11/InRun,Runners/11/Jockey,Runners/11/JockeyId,Runners/11/Margin,Runners/11/Name,Runners/11/Number,Runners/11/Position,Runners/11/Price_Betfair,Runners/11/Price_NSWTab,Runners/11/Price_SP,Runners/11/Price_VICTab,Runners/11/PrizemoneyWon,Runners/11/RunNumber,Runners/11/Stewards,Runners/11/Trainer,Runners/11/TrainerId,Runners/11/Weight,Runners/12/Barrier,Runners/12/Country,Runners/12/Flucs,Runners/12/FormId,Runners/12/Gears,Runners/12/HorseId,Runners/12/InRun,Runners/12/Jockey,Runners/12/JockeyId,Runners/12/Margin,Runners/12/Name,Runners/12/Number,Runners/12/Position,Runners/12/Price_Betfair,Runners/12/Price_NSWTab,Runners/12/Price_SP,Runners/12/Price_VICTab,Runners/12/PrizemoneyWon,Runners/12/RunNumber,Runners/12/Stewards,Runners/12/Trainer,Runners/12/TrainerId,Runners/12/Weight,Runners/13/Barrier,Runners/13/Country,Runners/13/Flucs,Runners/13/FormId,Runners/13/Gears,Runners/13/HorseId,Runners/13/InRun,Runners/13/Jockey,Runners/13/JockeyId,Runners/13/Margin,Runners/13/Name,Runners/13/Number,Runners/13/Position,Runners/13/Price_Betfair,Runners/13/Price_NSWTab,Runners/13/Price_SP,Runners/13/Price_VICTab,Runners/13/PrizemoneyWon,Runners/13/RunNumber,Runners/13/Stewards,Runners/13/Trainer,Runners/13/TrainerId,Runners/13/Weight
3yo,Maiden,1100,,FALSE,956082,1,0.00:01:06,12:01:06 AM,3,AUS,"opening,4.40;mid,4.20;starting,4.40;",6627617,,971301,"settling_down,4;m800,4;m400,4;",Grant Buckley,9670,1.9,Hammoon Sky,1,3,5.450332642,4.3,4.4,6,2600,3,,R P Northam,21816,59.5,2,AUS,"opening,13.00;mid,12.00;starting,14.00;",6627618,Winkers off first time. ,975123,"settling_down,2;m800,2;m400,3;",Aaron Bullock,13852,4,Ozpharoah,2,6,18.78769302,14.3,14,17,600,1,,B A Partelle,15120,59,7,AUS,"opening,7.50;starting,9.00;",6627619,,962720,"settling_down,6;m800,6;m400,6;",Jean Van Overmeire,15855,2.7,Kiss The Outcast,3,4,11.55170918,8.7,9,9,1300,5,,G Portelli,15153,57.5,6,AUS,"opening,26.00;mid,21.00;starting,31.00;",6627620,Ear muffs (pre-race only) first time. ,984175,"settling_down,7;m800,7;m400,7;",Madi Derrick,16504,5.6,In Iso,4,7,55,33.3,31,29.7,500,2,,Wayne Seelin,22791,57,1,AUS,"opening,7.00;starting,8.50;",6627621,,975919,"settling_down,1;m800,1;m400,1;",Andrew Gibbons,10928,0.1,Rockin' Millie,5,2,11.46293926,8.5,8.5,11.4,5050,0,,Adam Duggan,24429,57,4,AUS,"opening,4.00;mid,4.20;starting,3.50;",6627623,,967344,"settling_down,3;m800,3;m400,2;",Ashley Morgan,14963,3.7,Single Attraction,7,5,3.966859341,3.8,3.5,3.8,825,3,,Matthew Smith,23134,56.5,5,AUS,"opening,2.60;mid,2.90;starting,2.80;",6627624,,956579,"settling_down,5;m800,5;m400,5;",Mitchell Bell,12639,0.1,Storm's End,8,1,3.156113148,2.8,2.8,2.2,13950,6,,S I Singleton,24094,56.5,600,0.00:00:34,12:00:34 AM,,Good,4,,Handicap,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maiden,1300,,FALSE,956083,2,0.00:01:20,12:01:20 AM,5,AUS,"opening,9.00;mid,13.00;starting,12.00;",6627627,Winkers off first time. Blinkers first time. ,979507,"settling_down,2;m800,2;m400,2;",C J Hillier,16240,0.8,Lord Cat,1,4,20,11.3,12,20.7,1475,2,,R P Northam,21816,57,3,AUS,"opening,1.65;mid,1.40;starting,1.45;",6627628,,941725,"settling_down,4;m800,4;m400,4;",Aaron Bullock,13852,0.9,Kaisa,2,5,1.657548785,1.4,1.45,1.3,975,8,,Lou Mary,27771,58,2,AUS,"opening,7.00;mid,8.50;starting,6.50;",6627629,,947386,"settling_down,1;m800,1;m400,1;",Ms M Weir,3408,0.7,Priding,3,3,8.596691132,6.9,6.5,8.8,2800,9,,J A Sylvester,6286,57.5,6,AUS,"opening,7.50;mid,14.00;starting,13.00;",6627631,,950582,"settling_down,5;m800,5;m400,5;",Grant Buckley,9670,4,The Coat Hanger,5,6,14.5,9.6,13,16.7,800,6,,S G Morton,5476,57.5,1,AUS,"opening,6.00;starting,7.50;",6627633,,962682,"settling_down,3;m800,3;m400,3;",Andrew Gibbons,10928,0.4,Roclind Lad,7,1,9.865098,8.4,7.5,6.7,15000,8,,W T Wilkes,19188,56,4,AUS,"opening,11.00;starting,21.00;",6627634,,954004,"settling_down,6;m800,6;m400,6;",Matthew Palmer,13364,0.4,Snow Star,8,2,36,21,21,25.5,5300,10,,J A Sylvester,6286,56,,,,,,,,,,,,,,,,,,,,,,,,600,0.00:00:35,12:00:35 AM,,Good,4,,Handicap,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maiden,900,,FALSE,956084,3,0.00:00:52,12:00:52 AM,8,AUS,"opening,4.00;mid,4.20;starting,3.60;",6627636,Cross over noseband first time. Lugging bit first time. Tongue tie first time. ,939738,"settling_down,7;m400,7;",Ashley Morgan,14963,3.9,November Rhythm,2,6,4.300000191,4,3.6,4,600,9,,Matthew Smith,23134,59,3,AUS,"opening,2.90;mid,3.00;starting,2.50;",6627637,,958693,"settling_down,5;m400,5;",Christian Reith,10800,2.1,Super Story,3,3,3.023550749,2.6,2.5,2.9,2600,4,,S I Singleton,24094,59,6,AUS,"opening,101.00;starting,151.00;",6627639,,958297,"settling_down,9;m400,9;",Serg Lisnyy,14534,15.9,Bilquis,5,10,1000,215.2,151,145.8,500,4,,Micheal Rinkin,27902,57,5,AUS,"opening,21.00;starting,31.00;",6627641,,931701,"settling_down,1;m400,1;",Madi Derrick,16504,1.8,Quick Onyx,7,1,49.645401,26,31,33.2,13950,6,,Wayne Seelin,22791,57,10,AUS,"opening,21.00;starting,41.00;",6627642,,976027,"settling_down,10;m400,10;",Mitchell Bell,12639,5.6,Read 'em And Weep,8,7,75,33.8,41,40.5,500,1,,Justin Bowen,27159,57,2,AUS,"opening,101.00;mid,81.00;starting,101.00;",6627643,,974767,"settling_down,6;m400,6;",Aaron Bullock,13852,2.9,Sharkhop,9,5,264.3467102,80.7,101,115,825,1,,G McFarlane,6512,58,9,AUS,"opening,10.00;starting,21.00;",6627644,,984375,"settling_down,2;m400,2;",Grant Buckley,9670,14,Whispering Muriel,10,9,38,13.3,21,17.1,500,0,,S C Jones,10552,57,600,0.00:00:33,12:00:33 AM,,Good,4,,Set Weight,0,0,4,AUS,"opening,2.35;starting,2.70;",6627645,,979407,"settling_down,3;m400,3;",Jean Van Overmeire,15855,1.8,Toyger,11,2,3.099999905,2.8,2.7,2.4,5050,6,,M S Minervini,17086,56.5,1,AUS,"opening,41.00;starting,71.00;",6627647,,982192,"settling_down,4;m400,4;",Darryl Mc Lellan,4173,2.8,Sheza Rainbird,13,4,138.3554993,60.4,71,61.9,1300,1,,T S Howlett,21871,55,7,AUS,"opening,31.00;mid,26.00;starting,61.00;",6627648,Cross over noseband first time. Lugging bit first time. ,985388,"settling_down,8;m400,8;",Ms M Weir,3408,7.6,Super Sioux,14,8,100,35.8,61,43.4,500,0,,Melissa Dennett,27041,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
